Region,Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Size
3,2012-03-30,407488.84,69.36,3.845,224.8651254,6.833,37392
3,2012-04-06,503232.13,73.01,3.891,224.9393405,6.664,37392
3,2012-04-13,420789.74,72.83,3.891,225.0135556,6.664,37392
4,2010-02-05,2135143.87,43.76,2.598,126.4420645,8.623,205863
4,2010-02-12,2188307.39,28.84,2.573,126.4962581,8.623,205863
4,2010-02-19,2049860.26,36.45,2.54,126.5262857,8.623,205863
4,2010-02-26,1925728.84,41.36,2.59,126.5522857,8.623,205863
4,2010-03-05,1971057.44,43.49,2.654,126.5782857,8.623,205863
4,2010-03-12,1894324.09,49.63,2.704,126.6042857,8.623,205863
4,2010-03-19,1897429.36,55.19,2.743,126.6066452,8.623,205863
4,2010-03-26,1762539.3,39.91,2.752,126.6050645,8.623,205863
4,2010-04-02,1979247.12,48.77,2.74,126.6034839,7.896,205863
4,2010-04-09,1818452.72,54.16,2.773,126.6019032,7.896,205863
4,2010-04-16,1851519.69,56.23,2.81,126.5621,7.896,205863
4,2010-04-23,1802677.9,56.87,2.805,126.4713333,7.896,205863
4,2010-04-30,1817273.28,53.04,2.787,126.3805667,7.896,205863
4,2010-05-07,2000626.14,56.77,2.836,126.2898,7.896,205863
4,2010-05-14,1875597.28,62.35,2.845,126.2085484,7.896,205863
4,2010-05-21,1903752.6,67.4,2.82,126.1843871,7.896,205863
4,2010-05-28,1857533.7,67.73,2.756,126.1602258,7.896,205863
4,2010-06-04,1903290.58,70.83,2.701,126.1360645,7.896,205863
4,2010-06-11,1870619.23,78.45,2.668,126.1119032,7.896,205863
4,2010-06-18,1929736.35,81.53,2.635,126.114,7.896,205863
4,2010-06-25,1846651.95,81.1,2.654,126.1266,7.896,205863
4,2010-07-02,1881337.21,73.66,2.668,126.1392,7.372,205863
4,2010-07-09,1812208.22,80.35,2.637,126.1518,7.372,205863
4,2010-07-16,1898427.66,78.53,2.621,126.1498065,7.372,205863
4,2010-07-23,1848426.78,79.78,2.612,126.1283548,7.372,205863
4,2010-07-30,1796637.61,80.7,2.65,126.1069032,7.372,205863
4,2010-08-06,1907638.58,76.53,2.64,126.0854516,7.372,205863
4,2010-08-13,2007050.75,78.08,2.698,126.064,7.372,205863
4,2010-08-20,1997181.09,78.83,2.671,126.0766452,7.372,205863
4,2010-08-27,1848403.92,74.44,2.621,126.0892903,7.372,205863
4,2010-09-03,1935857.58,76.8,2.584,126.1019355,7.372,205863
4,2010-09-10,1865820.81,73.54,2.574,126.1145806,7.372,205863
4,2010-09-17,1899959.61,64.91,2.594,126.1454667,7.372,205863
4,2010-09-24,1810684.68,60.96,2.642,126.1900333,7.372,205863
4,2010-10-01,1842821.02,63.96,2.619,126.2346,7.127,205863
4,2010-10-08,1951494.85,67.73,2.645,126.2791667,7.127,205863
4,2010-10-15,1867345.09,62.03,2.732,126.3266774,7.127,205863
4,2010-10-22,1927610.06,64.17,2.736,126.3815484,7.127,205863
4,2010-10-29,1933333.0,56.94,2.718,126.4364194,7.127,205863
4,2010-11-05,2013115.79,51.6,2.699,126.4912903,7.127,205863
4,2010-11-12,1999794.26,52.65,2.741,126.5461613,7.127,205863
4,2010-11-19,2097809.4,48.05,2.78,126.6072,7.127,205863
4,2010-11-26,2789469.45,48.08,2.752,126.6692667,7.127,205863
4,2010-12-03,2102530.17,46.4,2.727,126.7313333,7.127,205863
4,2010-12-10,2302504.86,42.4,2.86,126.7934,7.127,205863
4,2010-12-17,2740057.14,46.57,2.884,126.8794839,7.127,205863
