Region,Date,Weekly_Sales
1,27/5/11,1466046.67
1,27/7/12,1439123.71
1,27/8/10,1449142.92
1,28/1/11,1316899.31
1,28/10/11,1445249.09
1,28/5/10,1432069.95
1,28/9/12,1437059.26
1,29/10/10,1384209.22
1,29/4/11,1455090.69
1,29/6/12,1540421.49
1,29/7/11,1352219.79
1,3/12/10,1548033.78
1,3/2/12,1636339.65
1,3/6/11,1635078.41
1,3/8/12,1631135.79
1,3/9/10,1540163.53
1,30/12/11,1497462.72
1,30/3/12,1649604.63
1,30/4/10,1425100.71
1,30/7/10,1371986.6
1,30/9/11,1394561.83
1,31/12/10,1367320.01
1,31/8/12,1582083.4
1,4/11/11,1697229.58
1,4/2/11,1606629.58
1,4/3/11,1636263.41
1,4/5/12,1684519.99
1,4/6/10,1615524.71
1,5/10/12,1670785.97
1,5/11/10,1551659.28
1,5/2/10,1643690.9
1,5/3/10,1554806.68
1,5/8/11,1624383.75
1,6/1/12,1550369.92
1,6/4/12,1899676.8800000001
1,6/5/11,1629391.28
1,6/7/12,1769854.16
1,6/8/10,1605491.78
1,7/1/11,1444732.28
1,7/10/11,1630989.95
1,7/5/10,1603955.1199999999
1,7/9/12,1661767.33
1,8/10/10,1508239.93
1,8/4/11,1614259.35
1,8/6/12,1697230.96
1,8/7/11,1534849.64
1,9/12/11,1799682.38
1,9/3/12,1675431.16
1,9/4/10,1545418.53
1,9/7/10,1546074.18
1,9/9/11,1540471.24
2,1/10/10,1827440.43
2,1/4/11,1800171.3599999999
2,1/6/12,1910092.3699999999
2,1/7/11,1866243.0
2,10/12/10,2378726.55
2,10/2/12,2103322.68
2,10/6/11,1929153.1600000001
2,10/8/12,1866719.96
2,10/9/10,1839128.83
2,11/11/11,1920725.15
2,11/2/11,2168041.61
2,11/3/11,1879107.31
2,11/5/12,1917520.99
2,11/6/10,2025538.76
2,12/10/12,1900745.13
2,12/11/10,1916812.74
2,12/2/10,2137809.5
2,12/3/10,1990483.78
2,12/8/11,1812768.26
2,13/1/12,1744725.48
2,13/4/12,1935869.1
2,13/5/11,1838513.07
2,13/7/12,1830075.13
2,13/8/10,1895601.05
2,14/1/11,1744193.58
2,14/10/11,1743882.19
2,14/5/10,1880752.36
2,14/9/12,1814806.6300000001
2,15/10/10,1794355.49
2,15/4/11,1856467.84
2,15/6/12,1962924.3
2,15/7/11,1785187.29
2,16/12/11,2432736.52
2,16/3/12,1976082.13
2,16/4/10,1874957.94
2,16/7/10,1845879.79
2,16/9/11,1691439.52
2,17/12/10,2609166.75
2,17/2/12,2196688.46
2,17/6/11,1953771.99
2,17/8/12,1928016.01
2,17/9/10,1793903.5999999999
2,18/11/11,1902762.5
2,18/2/11,2080884.82
2,18/3/11,1902557.66
2,18/5/12,2000940.67
2,18/6/10,2001636.96
2,19/10/12,1847990.41
2,19/11/10,1956739.17
2,19/2/10,2124451.54
2,19/3/10,1946070.8800000001
2,19/8/11,1844094.59
2,2/12/11,1954952.0
2,2/3/12,1952555.66
2,2/4/10,2066187.72
2,2/7/10,2003940.64
2,2/9/11,1809119.7
2,20/1/12,1711769.11
2,20/4/12,1847344.45
2,20/5/11,1688281.8599999999
2,20/7/12,1819666.46
2,20/8/10,1964335.23
2,21/1/11,1751384.9
2,21/10/11,1834680.25
2,21/5/10,1896937.1
2,21/9/12,1829415.67
2,22/10/10,1737947.64
2,22/4/11,1886339.6
2,22/6/12,1887733.21
2,22/7/11,1743816.41
2,23/12/11,3224369.8
2,23/3/12,1790439.16
2,23/4/10,1821990.93
2,23/7/10,1781717.71
2,23/9/11,1669299.78
2,24/12/10,3436007.68
2,24/2/12,1861802.7
2,24/6/11,1790925.8
2,24/8/12,1876788.15
2,24/9/10,1724557.22
2,25/11/11,2614202.3
2,25/2/11,1833511.08
2,25/3/11,1766162.05
2,25/5/12,1912791.09
2,25/6/10,1939927.09
2,26/10/12,1834458.35
2,26/11/10,2658725.29
2,26/2/10,1865097.27
2,26/3/10,1750197.81
2,26/8/11,1821139.91
2,27/1/12,1660906.1400000001
2,27/4/12,1764133.09
2,27/5/11,1797732.56
2,27/7/12,1757923.88
2,27/8/10,1863840.49
2,28/1/11,1695371.68
2,28/10/11,1769296.25
2,28/5/10,1957113.89
2,28/9/12,1746470.56
2,29/10/10,1802755.11
2,29/4/11,1745545.28
2,29/6/12,1881046.12
2,29/7/11,1680693.06
2,3/12/10,2015781.27
2,3/2/12,1935299.94
2,3/6/11,1933756.21
2,3/8/12,1946104.6400000001
2,3/9/10,1904608.09
2,30/12/11,1874226.52
2,30/3/12,1857480.84
2,30/4/10,1802450.29
2,30/7/10,1804246.16
2,30/9/11,1650394.44
2,31/12/10,1750434.55
2,31/8/12,1947083.3
2,4/11/11,1959707.9
2,4/2/11,1929346.23
2,4/3/11,1981607.78
2,4/5/12,1923957.0899999999
2,4/6/10,2102539.93
2,5/10/12,1998321.04
2,5/11/10,1939061.41
2,5/2/10,2136989.46
2,5/3/10,1991013.13
2,5/8/11,1876704.26
2,6/1/12,1799520.1400000001
2,6/4/12,2129035.91
2,6/5/11,1837743.6
2,6/7/12,2041507.4
2,6/8/10,1991909.98
2,7/1/11,1758050.79
2,7/10/11,1837553.43
2,7/5/10,2042581.71
2,7/9/12,1898777.07
2,8/10/10,1849921.44
2,8/4/11,1847552.61
2,8/6/12,2010216.49
2,8/7/11,1853161.99
2,9/12/11,2290549.32
2,9/3/12,1937628.26
2,9/4/10,1954689.21
2,9/7/10,1880902.6199999999
2,9/9/11,1748000.65
3,1/10/10,358784.1
3,1/4/11,374556.07999999996
3,1/6/12,432268.53
3,1/7/11,368962.72000000003
3,10/12/10,467642.02999999997
3,10/2/12,473292.47000000003
3,10/6/11,391638.75
3,10/8/12,391811.6
3,10/9/10,352260.97
3,11/11/11,407764.25
3,11/2/11,430526.21
3,11/3/11,404753.3
3,11/5/12,431985.36
3,11/6/10,355017.09
3,12/10/12,410804.39
3,12/11/10,386635.03
3,12/2/10,420728.96
3,12/3/10,384200.69
3,12/8/11,380376.85
3,13/1/12,367438.62
3,13/4/12,420789.74
3,13/5/11,386312.68
3,13/7/12,416913.1
3,13/8/10,339597.38
3,14/1/11,381061.10000000003
3,14/10/11,368282.57
3,14/5/10,384357.94
3,14/9/12,407589.16
3,15/10/10,345584.39
3,15/4/11,366250.69
3,15/6/12,442074.79
3,15/7/11,373454.33
3,16/12/11,510747.62
3,16/3/12,411775.8
3,16/4/10,354993.26
3,16/7/10,352728.78
3,16/9/11,375629.51
3,17/12/10,498159.39
3,17/2/12,475591.08
3,17/6/11,403423.34
3,17/8/12,394918.83
3,17/9/10,363064.64
3,18/11/11,398838.97
3,18/2/11,432782.1
3,18/3/11,392109.51
3,18/5/12,418112.76
3,18/6/10,364076.85
3,19/10/12,424513.08
3,19/11/10,372545.32
3,19/2/10,421642.19
3,19/3/10,375328.58999999997
3,19/8/11,379716.91000000003
3,2/12/11,472511.32
3,2/3/12,469752.56
3,2/4/10,423294.4
3,2/7/10,381151.72000000003
3,2/9/11,375988.69
3,20/1/12,365818.61
3,20/4/12,434822.13
3,20/5/11,364603.13
3,20/7/12,432424.85
3,20/8/10,351728.21
3,21/1/11,350876.7
3,21/10/11,394976.36
3,21/5/10,343763.17
3,21/9/12,414392.09
3,22/10/10,348895.98
3,22/4/11,391860.04
3,22/6/12,419497.95
3,22/7/11,360617.37
3,23/12/11,551221.21
3,23/3/12,413907.25
3,23/4/10,339976.65
3,23/7/10,352864.49
3,23/9/11,365248.94
3,24/12/10,605990.41
3,24/2/12,418925.47
3,24/6/11,385520.71
3,24/8/12,412449.67
3,24/9/10,355626.87
3,25/11/11,556925.1900000001
3,25/2/11,397211.19
3,25/3/11,380683.67
3,25/5/12,413701.29
3,25/6/10,357346.48
3,26/10/12,405432.7
3,26/11/10,565567.84
3,26/2/10,407204.86
3,26/3/10,359949.27
3,26/8/11,366367.55
3,27/1/12,349518.1
3,27/4/12,394616.11
3,27/5/11,369350.6
3,27/7/12,389427.9
3,27/8/10,362134.08999999997
3,28/1/11,364866.24000000005
3,28/10/11,389540.62
3,28/5/10,350089.23
3,28/9/12,389813.02
3,29/10/10,348591.74
3,29/4/11,367405.4
3,29/6/12,422965.33
3,29/7/11,345381.29
3,3/12/10,476420.77
3,3/2/12,424960.66000000003
3,3/6/11,394507.84
3,3/8/12,419990.29000000004
3,3/9/10,366473.97000000003
3,30/12/11,410553.88
3,30/3/12,407488.83999999997
3,30/4/10,361248.39
3,30/7/10,347955.05
3,30/9/11,368477.93
3,31/12/10,382677.76
3,31/8/12,408838.73
3,4/11/11,459443.22
3,4/2/11,438516.53
3,4/3/11,437084.51
3,4/5/12,439913.57
3,4/6/10,396968.8
3,5/10/12,443557.65
3,5/11/10,423175.56
3,5/2/10,461622.22
3,5/3/10,415202.04000000004
3,5/8/11,409981.25
3,6/1/12,398178.21
3,6/4/12,503232.13
3,6/5/11,413042.12
3,6/7/12,411206.5
3,6/8/10,402635.76
3,7/1/11,378241.33999999997
3,7/10/11,403342.4
3,7/5/10,399323.86
3,7/9/12,408229.73000000004
3,8/10/10,395107.35000000003
3,8/4/11,384075.31
3,8/6/12,446336.8
3,8/7/11,395146.24
3,9/12/11,468772.8
3,9/3/12,445162.05
3,9/4/10,415870.28
3,9/7/10,349214.18
3,9/9/11,377347.49
4,1/10/10,1842821.02
4,1/4/11,1900246.47
4,1/6/12,2179360.94
4,1/7/11,2051533.53
4,10/12/10,2302504.86
4,10/2/12,2374660.64
4,10/6/11,2073951.38
4,10/8/12,2193367.69
4,10/9/10,1865820.81
4,11/11/11,2203028.96
4,11/2/11,2187847.29
4,11/3/11,2039818.41
4,11/5/12,2127661.17
4,11/6/10,1870619.23
4,12/10/12,2133026.07
4,12/11/10,1999794.26
4,12/2/10,2188307.39
4,12/3/10,1894324.09
4,12/8/11,2105668.7399999998
4,13/1/12,1941676.61
4,13/4/12,2105301.39
4,13/5/11,2002362.37
4,13/7/12,2100252.61
4,13/8/10,2007050.75
4,14/1/11,1865502.46
4,14/10/11,2074548.8499999999
4,14/5/10,1875597.28
4,14/9/12,2117854.6
4,15/10/10,1867345.09
4,15/4/11,1960587.76
4,15/6/12,2234190.93
4,15/7/11,2049046.95
4,16/12/11,2771397.17
4,16/3/12,2214967.44
4,16/4/10,1851519.69
4,16/7/10,1898427.66
4,16/9/11,2075577.33
4,17/12/10,2740057.14
4,17/2/12,2427640.17
4,17/6/11,2141210.62
4,17/8/12,2283540.3
4,17/9/10,1899959.61
4,18/11/11,2243946.59
4,18/2/11,2316495.56
4,18/3/11,2116475.38
4,18/5/12,2207214.81
4,18/6/10,1929736.35
4,19/10/12,2097266.85
4,19/11/10,2097809.4
4,19/2/10,2049860.26
4,19/3/10,1897429.36
4,19/8/11,2232892.1
4,2/12/11,2180999.26
4,2/3/12,2206319.9
4,2/4/10,1979247.1199999999
4,2/7/10,1881337.21
4,2/9/11,2078420.31
4,20/1/12,2005097.76
4,20/4/12,2144336.89
4,20/5/11,2015563.48
4,20/7/12,2175563.69
4,20/8/10,1997181.09
4,21/1/11,1886393.9400000002
4,21/10/11,2207742.13
4,21/5/10,1903752.6
4,21/9/12,2119438.5300000003
4,22/10/10,1927610.06
4,22/4/11,2220600.7600000002
4,22/6/12,2197299.65
4,22/7/11,2036231.39
4,23/12/11,3676388.98
4,23/3/12,2091592.54
4,23/4/10,1802677.9
4,23/7/10,1848426.78
4,23/9/11,2031406.41
4,24/12/10,3526713.39
4,24/2/12,2226662.17
4,24/6/11,2008344.92
4,24/8/12,2125241.68
4,24/9/10,1810684.68
4,25/11/11,3004702.33
4,25/2/11,2078094.69
4,25/3/11,1944164.32
4,25/5/12,2154137.67
4,25/6/10,1846651.95
4,26/10/12,2149594.46
4,26/11/10,2789469.45
4,26/2/10,1925728.84
4,26/3/10,1762539.3
4,26/8/11,1988490.21
4,27/1/12,1928720.51
4,27/4/12,2064065.66
4,27/5/11,1986597.95
4,27/7/12,2048613.65
4,27/8/10,1848403.92
4,28/1/11,1814240.85
4,28/10/11,2151659.59
4,28/5/10,1857533.7
4,28/9/12,2027620.23
4,29/10/10,1933333.0
4,29/4/11,1878167.44
4,29/6/12,2128362.92
4,29/7/11,1989674.07
4,3/12/10,2102530.17
4,3/2/12,2173373.91
4,3/6/11,2065377.1500000001
4,3/8/12,2174514.13
4,3/9/10,1935857.58
4,30/12/11,2007105.86
4,30/3/12,2089381.77
4,30/4/10,1817273.28
4,30/7/10,1796637.6099999999
4,30/9/11,1929486.6300000001
4,31/12/10,1794868.74
4,31/8/12,2081181.35
4,4/11/11,2281217.31
4,4/2/11,2119086.04
4,4/3/11,2103455.75
4,4/5/12,2196968.33
4,4/6/10,1903290.58
4,5/10/12,2209835.43
4,5/11/10,2013115.79
4,5/2/10,2135143.87
4,5/3/10,1971057.44
4,5/8/11,2160057.39
4,6/1/12,2047766.07
4,6/4/12,2470206.13
4,6/5/11,2063682.76
4,6/7/12,2224499.28
4,6/8/10,1907638.58
4,7/1/11,1862476.27
4,7/10/11,2166737.65
4,7/5/10,2000626.14
4,7/9/12,2125104.7199999997
4,8/10/10,1951494.85
4,8/4/11,2074953.46
4,8/6/12,2245257.18
4,8/7/11,2066541.8599999999
4,9/12/11,2508955.2399999998
4,9/3/12,2202450.81
4,9/4/10,1818452.72
4,9/7/10,1812208.22
4,9/9/11,2093139.01
5,1/10/10,283178.12
5,1/4/11,314316.55
5,1/6/12,359867.8
5,1/7/11,327093.89
5,10/12/10,352811.53
5,10/2/12,349239.88
5,10/6/11,304984.14
5,10/8/12,306759.7
5,10/9/10,306533.08
5,11/11/11,311906.7
5,11/2/11,311590.54
5,11/3/11,293098.1
5,11/5/12,333870.52
5,11/6/10,296641.91
5,12/10/12,325345.41
5,12/11/10,301827.36
5,12/2/10,311825.7
5,12/3/10,297293.58999999997
5,12/8/11,289886.16000000003
5,13/1/12,291454.52
5,13/4/12,351832.02999999997
5,13/5/11,290930.01
5,13/7/12,316203.64
5,13/8/10,286477.35
5,14/1/11,260636.71
5,14/10/11,286117.72
5,14/5/10,296673.77
5,14/9/12,299800.67
5,15/10/10,280681.2
5,15/4/11,307913.58
5,15/6/12,327383.64
5,15/7/11,283248.62
5,16/12/11,379530.3
5,16/3/12,339392.54
5,16/4/10,306858.69
5,16/7/10,280701.7
5,16/9/11,278529.71
5,17/12/10,367801.19
5,17/2/12,356427.98
5,17/6/11,304811.82
5,17/8/12,314014.18
5,17/9/10,282558.65
5,18/11/11,307944.37
5,18/2/11,356622.61
5,18/3/11,312177.67
5,18/5/12,336189.66
5,18/6/10,313795.6
5,19/10/12,313358.15
5,19/11/10,297384.81
5,19/2/10,303447.57
5,19/3/10,281706.41
5,19/8/11,303643.83999999997
5,2/12/11,376225.61
5,2/3/12,359206.21
5,2/4/10,331406.0
5,2/7/10,305993.27
5,2/9/11,315645.53
5,20/1/12,287523.98
5,20/4/12,330063.06
5,20/5/11,299614.33
5,20/7/12,321205.12
5,20/8/10,287205.38
5,21/1/11,275313.34
5,21/10/11,306069.18
5,21/5/10,301615.49
5,21/9/12,307306.76
5,22/10/10,284988.27
5,22/4/11,328415.44
5,22/6/12,325041.68
5,22/7/11,292539.73
5,23/12/11,458562.24
5,23/3/12,321299.99
5,23/4/10,288839.73
5,23/7/10,274742.63
5,23/9/11,291024.98
5,24/12/10,466010.25
5,24/2/12,312220.47
5,24/6/11,302881.64
5,24/8/12,320831.36
5,24/9/10,293131.58
5,25/11/11,507900.07
5,25/2/11,294659.5
5,25/3/11,294732.5
5,25/5/12,341994.48
5,25/6/10,295257.3
5,26/10/12,319550.77
5,26/11/10,488362.61
5,26/2/10,270281.63
5,26/3/10,273282.97
5,26/8/11,310338.17
5,27/1/12,295974.22
5,27/4/12,324839.74
5,27/5/11,297149.69
5,27/7/12,306827.36
5,27/8/10,288519.75
5,28/1/11,279088.39
5,28/10/11,307035.11
5,28/5/10,310013.11
5,28/9/12,310141.68
5,29/10/10,278031.81
5,29/4/11,307291.56
5,29/6/12,329658.1
5,29/7/11,275142.17
5,3/12/10,344490.88
5,3/2/12,333948.0
5,3/6/11,329183.92
5,3/8/12,324195.17
5,3/9/10,323798.0
5,30/12/11,349624.88
5,30/3/12,331318.73
5,30/4/10,298697.84
5,30/7/10,268929.03
5,30/9/11,292315.38
5,31/12/10,298180.18
5,31/8/12,344642.01
5,4/11/11,353652.23
5,4/2/11,329613.2
5,4/3/11,329033.66
5,4/5/12,360932.69
5,4/6/10,337825.89
5,5/10/12,343048.29
5,5/11/10,325310.3
5,5/2/10,317173.1
5,5/3/10,288855.71
5,5/8/11,317738.56
5,6/1/12,312078.71
5,6/4/12,402985.7
5,6/5/11,322904.68
5,6/7/12,341214.43
5,6/8/10,303043.02
5,7/1/11,286347.26
5,7/10/11,309111.47000000003
5,7/5/10,333522.6
5,7/9/12,350648.91
5,8/10/10,290494.85
5,8/4/11,307333.62
5,8/6/12,341704.59
5,8/7/11,310804.93
5,9/12/11,367433.77
5,9/3/12,347295.6
5,9/4/10,328020.49
5,9/7/10,291808.87
5,9/9/11,321110.22
6,1/10/10,1328468.89
6,1/4/11,1459276.77
6,1/6/12,1681121.38
6,1/7/11,1694551.15
6,10/12/10,1834737.58
6,10/2/12,1620603.92
6,10/6/11,1598643.65
6,10/8/12,1588380.73
6,10/9/10,1424225.44
6,11/11/11,1536176.54
6,11/2/11,1486920.17
6,11/3/11,1494497.3900000001
6,11/5/12,1517075.67
6,11/6/10,1685652.35
6,12/10/12,1459396.84
6,12/11/10,1495536.46
6,12/2/10,1606283.8599999999
6,12/3/10,1558621.36
6,12/8/11,1484995.38
6,13/1/12,1344243.17
6,13/4/12,1616394.45
6,13/5/11,1453185.65
6,13/7/12,1588142.26
6,13/8/10,1547654.98
6,14/1/11,1306194.55
6,14/10/11,1386520.99
6,14/5/10,1524059.4
6,14/9/12,1375166.86
6,15/10/10,1344580.92
6,15/4/11,1448797.02
6,15/6/12,1642247.48
6,15/7/11,1526801.24
6,16/12/11,2034695.56
6,16/3/12,1748010.29
6,16/4/10,1519846.36
6,16/7/10,1560120.8
6,16/9/11,1351407.79
6,17/12/10,2090268.95
6,17/2/12,1632616.09
6,17/6/11,1622150.33
6,17/8/12,1543049.52
6,17/9/10,1308537.75
6,18/11/11,1524390.07
6,18/2/11,1572117.54
6,18/3/11,1685375.47
6,18/5/12,1513635.64
6,18/6/10,1677248.24
6,19/10/12,1436883.99
6,19/11/10,1518841.45
6,19/2/10,1567138.07
6,19/3/10,1693058.91
6,19/8/11,1493544.04
6,2/12/11,1688531.34
6,2/3/12,1550385.65
6,2/4/10,1770333.9
6,2/7/10,1759777.25
6,2/9/11,1481618.74
6,20/1/12,1326255.7
6,20/4/12,1456073.24
6,20/5/11,1382783.83
6,20/7/12,1574361.97
6,20/8/10,1539930.5
6,21/1/11,1261253.18
6,21/10/11,1417922.3699999999
6,21/5/10,1531938.44
6,21/9/12,1425603.65
6,22/10/10,1332716.53
6,22/4/11,1639358.93
6,22/6/12,1618272.25
6,22/7/11,1526506.08
6,23/12/11,2644633.02
6,23/3/12,1495143.62
6,23/4/10,1540435.99
6,23/7/10,1585240.92
6,23/9/11,1336044.75
6,24/12/10,2727575.18
6,24/2/12,1465187.71
6,24/6/11,1543365.9000000001
6,24/8/12,1501095.49
6,24/9/10,1275591.84
6,25/11/11,2249811.55
6,25/2/11,1422600.43
6,25/3/11,1438465.81
6,25/5/12,1603793.42
6,25/6/10,1640681.88
6,26/10/12,1431426.34
6,26/11/10,2267452.4
6,26/2/10,1432953.21
6,26/3/10,1472033.38
6,26/8/11,1420405.41
6,27/1/12,1315610.66
6,27/4/12,1456221.1
6,27/5/11,1523979.11
6,27/7/12,1513229.16
6,27/8/10,1450766.1199999999
6,28/1/11,1287034.7
6,28/10/11,1419445.12
6,28/5/10,1644470.66
6,28/9/12,1369131.46
6,29/10/10,1385323.7
6,29/4/11,1479249.9
6,29/6/12,1648863.46
6,29/7/11,1483991.05
6,3/12/10,1677067.24
6,3/2/12,1496305.78
6,3/6/11,1705506.29
6,3/8/12,1627274.93
6,3/9/10,1510925.32
6,30/12/11,1598080.52
6,30/3/12,1508933.26
6,30/4/10,1498080.16
6,30/7/10,1532308.78
6,30/9/11,1307551.92
6,31/12/10,1464050.02
6,31/8/12,1577439.81
6,4/11/11,1523420.38
6,4/2/11,1514999.17
6,4/3/11,1502617.99
6,4/5/12,1543461.12
6,4/6/10,1857380.09
6,5/10/12,1518177.71
6,5/11/10,1505442.15
6,5/2/10,1652635.1
6,5/3/10,1601348.82
6,5/8/11,1601584.57
6,6/1/12,1395339.71
6,6/4/12,1840131.19
6,6/5/11,1504651.57
6,6/7/12,1876359.39
6,6/8/10,1633241.59
6,7/1/11,1350441.68
6,7/10/11,1481739.2
6,7/5/10,1619920.04
6,7/9/12,1608077.01
6,8/10/10,1360317.9
6,8/4/11,1534594.0
6,8/6/12,1696619.52
6,8/7/11,1709373.62
6,9/12/11,1903385.14
6,9/3/12,1569304.4
6,9/4/10,1667181.82
6,9/7/10,1690317.99
6,9/9/11,1483574.38
7,1/10/10,448998.73
7,1/4/11,513409.67
7,1/6/12,598495.02
7,1/7/11,704344.21
7,10/12/10,599730.07
7,10/2/12,563460.77
7,10/6/11,621099.95
7,10/8/12,675926.3
7,10/9/10,535769.32
7,11/11/11,556015.59
7,11/2/11,559903.13
7,11/3/11,558963.8300000001
7,11/5/12,460382.41
7,11/6/10,498580.87
7,12/10/12,503463.93
7,12/11/10,507584.29
7,12/2/10,524104.92
7,12/3/10,480452.1
7,12/8/11,670670.46
7,13/1/12,593875.46
7,13/4/12,517420.23
7,13/5/11,414094.05
7,13/7/12,694150.89
7,13/8/10,598185.4
7,14/1/11,547384.9
7,14/10/11,501959.19
7,14/5/10,372673.61
7,14/9/12,541120.2
7,15/10/10,463370.48
7,15/4/11,423380.14
7,15/6/12,666942.02
7,15/7/11,642748.21
7,16/12/11,720242.1900000001
7,16/3/12,669205.73
7,16/4/10,406228.19
7,16/7/10,557166.35
7,16/9/11,558981.45
7,17/12/10,716388.81
7,17/2/12,620908.1799999999
7,17/6/11,610991.35
7,17/8/12,642450.4
7,17/9/10,489408.53
7,18/11/11,539826.56
7,18/2/11,572387.47
7,18/3/11,635014.6900000001
7,18/5/12,468428.3
7,18/6/10,481144.09
7,19/10/12,516424.83
7,19/11/10,482528.36
7,19/2/10,506760.54000000004
7,19/3/10,574450.23
7,19/8/11,645156.21
7,2/12/11,591907.88
7,2/3/12,551058.13
7,2/4/10,561145.14
7,2/7/10,575570.77
7,2/9/11,592355.24
7,20/1/12,578002.85
7,20/4/12,457340.06
7,20/5/11,424670.98
7,20/7/12,686345.69
7,20/8/10,582353.17
7,21/1/11,521539.46
7,21/10/11,558691.4299999999
7,21/5/10,395195.65
7,21/9/12,530842.25
7,22/10/10,472450.81
7,22/4/11,466594.89
7,22/6/12,687344.68
7,22/7/11,688043.96
7,23/12/11,1059715.27
7,23/3/12,615997.29
7,23/4/10,404751.25
7,23/7/10,570231.21
7,23/9/11,536144.81
7,24/12/10,1045124.88
7,24/2/12,603041.14
7,24/6/11,640043.97
7,24/8/12,609099.37
7,24/9/10,488008.83
7,25/11/11,949075.87
7,25/2/11,546690.84
7,25/3/11,559061.58
7,25/5/12,532739.77
7,25/6/10,553714.87
7,26/10/12,495543.27999999997
7,26/11/10,835189.26
7,26/2/10,496083.24
7,26/3/10,514731.60000000003
7,26/8/11,629994.47
7,27/1/12,541037.98
7,27/4/12,467827.75
7,27/5/11,457216.87
7,27/7/12,686365.4
7,27/8/10,554309.24
7,28/1/11,513372.17
7,28/10/11,527339.52
7,28/5/10,442734.55
7,28/9/12,525545.76
7,29/10/10,465493.15
7,29/4/11,410429.73
7,29/6/12,704335.41
7,29/7/11,653382.62
7,3/12/10,552811.62
7,3/2/12,580453.32
7,3/6/11,542295.37
7,3/8/12,680954.8099999999
7,3/9/10,532765.05
7,30/12/11,815915.52
7,30/3/12,583322.2
7,30/4/10,373655.61
7,30/7/10,603547.16
7,30/9/11,488880.26
7,31/12/10,729572.08
7,31/8/12,586467.16
7,4/11/11,564536.01
7,4/2/11,558027.77
7,4/3/11,551378.39
7,4/5/12,465198.89
7,4/6/10,509183.22000000003
7,5/10/12,505830.56
7,5/11/10,480512.44
7,5/2/10,496725.44
7,5/3/10,491419.55000000005
7,5/8/11,695392.84
7,6/1/12,713117.66
7,6/4/12,621425.98
7,6/5/11,407012.47
7,6/7/12,805642.61
7,6/8/10,643854.17
7,7/1/11,661163.9400000001
7,7/10/11,525866.36
7,7/5/10,395453.83
7,7/9/12,597876.5499999999
7,8/10/10,480239.88
7,8/4/11,500552.16
7,8/6/12,642963.75
7,8/7/11,761793.94
7,9/12/11,653845.45
7,9/3/12,579166.5
7,9/4/10,484263.25
7,9/7/10,593462.34
7,9/9/11,613135.23
8,1/10/10,804105.49
8,1/4/11,878762.3
8,1/6/12,921161.2
8,1/7/11,883683.35
8,10/12/10,1069061.63
8,10/2/12,1021400.42
8,10/6/11,897309.41
8,10/8/12,930745.6900000001
8,10/9/10,831425.2
8,11/11/11,917088.48
8,11/2/11,996147.39
8,11/3/11,900387.29
