Region,DMZ,Date,Weekly_Sales
1,2,14/5/10,43675.61
1,2,21/5/10,44319.15
1,2,28/5/10,44619.52
1,2,4/6/10,48754.47
1,2,11/6/10,47089.54
1,2,18/6/10,44428.71
1,2,25/6/10,45299.92
1,2,2/7/10,47077.72
1,2,9/7/10,46752.12
1,2,16/7/10,44339.2
1,2,23/7/10,44763.33
1,2,30/7/10,45833.77
1,2,6/8/10,50031.73
1,2,13/8/10,45475.69
1,2,20/8/10,49754.17
1,2,27/8/10,49623.53
1,2,3/9/10,49015.05
1,2,10/9/10,45182.5
1,2,17/9/10,44681.64
1,2,24/9/10,42477.49
1,2,1/10/10,45829.02
1,2,8/10/10,46387.54
1,2,15/10/10,43110.79
1,2,22/10/10,42371.48
1,2,29/10/10,44081.33
1,2,5/11/10,46381.43
1,2,12/11/10,43194.49
1,2,19/11/10,41443.25
1,2,26/11/10,45681.98
1,2,3/12/10,44405.02
1,2,10/12/10,46955.82
1,2,17/12/10,49303.28
1,2,24/12/10,59889.32
1,2,31/12/10,35819.83
1,2,7/1/11,43202.29
1,2,14/1/11,39857.4
1,2,21/1/11,41596.99
1,2,28/1/11,41651.01
1,2,4/2/11,46829.12
1,2,11/2/11,47595.35
1,2,18/2/11,49202.06
1,2,25/2/11,46165.25
1,2,4/3/11,53035.54
1,2,11/3/11,48465.72
1,2,18/3/11,45222.3
1,2,25/3/11,44293.54
1,2,1/4/11,46991.58
1,2,8/4/11,48501.79
1,2,15/4/11,44464.74
1,2,22/4/11,46544.56
1,2,29/4/11,43682.41
1,2,6/5/11,50139.92
1,2,13/5/11,44274.15
1,2,20/5/11,44302.11
1,2,27/5/11,45072.11
1,2,3/6/11,47844.27
1,2,10/6/11,46363.93
1,2,17/6/11,42939.63
1,2,24/6/11,42415.81
1,2,1/7/11,45247.74
1,2,8/7/11,44623.23
1,2,15/7/11,43260.96
1,2,22/7/11,45113.56
1,2,29/7/11,43191.02
1,2,5/8/11,49359.75
1,2,12/8/11,45341.92
1,2,19/8/11,46391.12
1,2,26/8/11,47659.93
1,2,2/9/11,49419.75
1,2,9/9/11,43315.85
1,2,16/9/11,42963.96
1,2,23/9/11,43390.94
1,2,30/9/11,46045.09
1,2,7/10/11,49880.69
1,2,14/10/11,43306.38
1,2,21/10/11,42487.67
1,2,28/10/11,41682.4
1,2,4/11/11,47313.62
1,2,11/11/11,44936.47
1,2,18/11/11,43997.78
1,2,25/11/11,44259.59
1,2,2/12/11,45928.14
1,2,9/12/11,49357.43
1,2,16/12/11,51137.42
1,2,23/12/11,65615.36
1,2,30/12/11,43539.94
1,2,6/1/12,44481.38
1,2,13/1/12,43353.09
1,2,20/1/12,43753.43
1,2,27/1/12,41556.23
1,2,3/2/12,54322.24
1,2,10/2/12,50581.06
1,2,17/2/12,46085.47
1,2,24/2/12,47080.12
1,2,2/3/12,52608.51
1,2,9/3/12,48563.69
1,2,16/3/12,47346.32
1,2,23/3/12,44796.03
1,2,30/3/12,46529.68
1,2,6/4/12,51805.88
1,2,13/4/12,43991.18
1,2,20/4/12,45561.85
1,2,27/4/12,45456.23
1,2,4/5/12,50501.3
1,2,11/5/12,46717.76
1,2,18/5/12,44411.23
1,2,25/5/12,45817.07
1,2,1/6/12,47425.29
1,2,8/6/12,49439.58
1,2,15/6/12,46637.48
1,2,22/6/12,46075
1,2,29/6/12,47629.14
1,2,6/7/12,49771.92
1,2,13/7/12,44411.95
1,2,20/7/12,45108.22
1,2,27/7/12,45008.22
1,2,3/8/12,49424.06
1,2,10/8/12,46729.91
1,2,17/8/12,46350.97
1,2,24/8/12,44972.52
1,2,31/8/12,50995.5
1,2,7/9/12,47344.5
1,2,14/9/12,44493.61
1,2,21/9/12,43541.07
1,2,28/9/12,45784.76
1,2,5/10/12,48577.08
1,2,12/10/12,42112.67
1,2,19/10/12,42354.72
1,2,26/10/12,43134.88
1,3,5/2/10,13740.12
1,3,12/2/10,10887.84
1,3,19/2/10,11523.47
1,3,26/2/10,11135.17
1,3,5/3/10,12275.58
1,3,12/3/10,10123.45
1,3,19/3/10,9001.37
1,3,26/3/10,10366.85
1,3,2/4/10,11157.08
1,3,9/4/10,10179.29
1,3,16/4/10,9226.8
1,3,23/4/10,8868.93
1,3,30/4/10,9337.44
1,3,7/5/10,9372.8
1,3,14/5/10,7919.86
1,3,21/5/10,7813.91
1,3,28/5/10,8412.69
1,3,4/6/10,8001.41
1,3,11/6/10,7742.75
1,3,18/6/10,8201.06
1,3,25/6/10,6591.22
1,3,2/7/10,7857.88
1,3,9/7/10,8112.67
1,3,16/7/10,13751.3
1,3,23/7/10,16930.62
1,3,30/7/10,20915.95
1,3,6/8/10,26719.02
1,3,13/8/10,30640.54
1,3,20/8/10,41101.93
1,3,27/8/10,51159.17
1,3,3/9/10,19081.8
1,3,10/9/10,12134.69
1,3,17/9/10,10722.46
1,3,24/9/10,8097.92
1,3,1/10/10,9775.17
1,3,8/10/10,10081.8
1,3,15/10/10,9735.73
1,3,22/10/10,8614.41
1,3,29/10/10,9283.09
1,3,5/11/10,9825.22
1,3,12/11/10,9146.77
1,3,19/11/10,9202.11
1,3,26/11/10,10706.81
1,3,3/12/10,10856.85
1,3,10/12/10,11219.78
1,3,17/12/10,11986.84
1,3,24/12/10,12080.36
1,3,31/12/10,8266.14
1,3,7/1/11,15808.15
1,3,14/1/11,13275.87
1,3,21/1/11,12532.94
1,3,28/1/11,11983.34
1,3,4/2/11,11012.52
1,3,11/2/11,11428.25
1,3,18/2/11,11724.98
1,3,25/2/11,10473.78
1,3,4/3/11,11039.12
1,3,11/3/11,10689.97
1,3,18/3/11,8148.69
1,3,25/3/11,9049.02
1,3,1/4/11,8734.19
1,3,8/4/11,10417.33
1,3,15/4/11,8212.97
1,3,22/4/11,8468.72
1,3,29/4/11,8653.62
1,3,6/5/11,10420.92
1,3,13/5/11,8732.46
1,3,20/5/11,7939.01
1,3,27/5/11,8120.7
1,3,3/6/11,8853.89
1,3,10/6/11,7508.71
1,3,17/6/11,7658.75
1,3,24/6/11,6165.73
1,3,1/7/11,8070.64
1,3,8/7/11,7366.5
1,3,15/7/11,11578.11
1,3,22/7/11,16069.5
1,3,29/7/11,21331.51
1,3,5/8/11,31248.98
1,3,12/8/11,32148.93
1,3,19/8/11,41603.11
1,3,26/8/11,49775.52
1,3,2/9/11,19604.47
1,3,9/9/11,12778.28
1,3,16/9/11,10412.88
1,3,23/9/11,9755.56
1,3,30/9/11,10434.83
1,3,7/10/11,9977.96
1,3,14/10/11,9870.22
1,3,21/10/11,10136.78
1,3,28/10/11,9421.2
1,3,4/11/11,9189.2
1,3,11/11/11,9959.64
1,3,18/11/11,10104.36
1,3,25/11/11,9317.56
1,3,2/12/11,10146.54
1,3,9/12/11,12955.55
1,3,16/12/11,13180.05
1,3,23/12/11,13667.88
1,3,30/12/11,8848.44
1,3,6/1/12,13926.04
1,3,13/1/12,13822.49
1,3,20/1/12,11702.08
1,3,27/1/12,10613.17
1,3,3/2/12,12485.78
1,3,10/2/12,12388.85
1,3,17/2/12,10237.78
1,3,24/2/12,10502.4
1,3,2/3/12,11387.31
1,3,9/3/12,11925.71
1,3,16/3/12,8845.73
1,3,23/3/12,7910.22
1,3,30/3/12,9129.23
1,3,6/4/12,9335.24
1,3,13/4/12,7927.73
1,3,20/4/12,8647.36
1,3,27/4/12,8635.62
1,3,4/5/12,10655.35
1,3,11/5/12,10342.72
1,3,18/5/12,8609.82
1,3,25/5/12,8345.33
1,3,1/6/12,7175.77
1,3,8/6/12,8614.64
1,3,15/6/12,8016.26
1,3,22/6/12,7301.41
1,3,29/6/12,7577.59
1,3,6/7/12,8473.71
1,3,13/7/12,13126.15
1,3,20/7/12,20126.95
1,3,27/7/12,22716.7
1,3,3/8/12,30331.69
1,3,10/8/12,28257.3
1,3,17/8/12,31905.97
1,3,24/8/12,43712.78
1,3,31/8/12,50701.3
1,3,7/9/12,18368.51
1,3,14/9/12,14288.22
1,3,21/9/12,13403.63
1,3,28/9/12,13085.95
1,3,5/10/12,11676.98
1,3,12/10/12,10487.17
1,3,19/10/12,8548.87
1,3,26/10/12,9350.9
1,4,5/2/10,39954.04
1,4,12/2/10,35351.21
1,4,19/2/10,36826.95
1,4,26/2/10,34660.16
1,4,5/3/10,38086.19
1,4,12/3/10,32668.67
1,4,19/3/10,34118.11
1,4,26/3/10,33872.07
1,4,2/4/10,37809.49
1,4,9/4/10,36174.43
1,4,16/4/10,34740.19
1,4,23/4/10,33806.71
1,4,30/4/10,33437.8
1,4,7/5/10,37168.34
1,4,14/5/10,33657.7
1,4,21/5/10,35571.47
1,4,28/5/10,36380.36
1,4,4/6/10,40548.19
1,4,11/6/10,36579.96
1,4,18/6/10,35059.52
1,4,25/6/10,34454.69
1,4,2/7/10,39773.71
1,4,9/7/10,39781.45
1,4,16/7/10,35234.66
1,4,23/7/10,36624.71
1,4,30/7/10,36419.68
1,4,6/8/10,40973.88
1,4,13/8/10,36461.66
1,4,20/8/10,39706.1
1,4,27/8/10,36404.6
1,4,3/9/10,38321.88
1,4,10/9/10,36603.78
1,4,17/9/10,33999.01
1,4,24/9/10,32497.43
1,4,1/10/10,34912.45
1,4,8/10/10,35772.82
1,4,15/10/10,34693.27
1,4,22/10/10,32902.26
1,4,29/10/10,35202.44
1,4,5/11/10,37980.55
1,4,12/11/10,35008.03
1,4,19/11/10,37078.61
1,4,26/11/10,46201.27
1,4,3/12/10,37110.55
1,4,10/12/10,36364.31
1,4,17/12/10,39154.41
1,4,24/12/10,47893.23
1,4,31/12/10,36913.8
1,4,7/1/11,37947.8
1,4,14/1/11,34393.95
1,4,21/1/11,33735.58
1,4,28/1/11,32905.88
1,4,4/2/11,35870.49
1,4,11/2/11,37373.33
1,4,18/2/11,36479.25
1,4,25/2/11,33677.18
1,4,4/3/11,37943.96
1,4,11/3/11,35229.12
1,4,18/3/11,34863.03
1,4,25/3/11,34813.12
1,4,1/4/11,34451.9
1,4,8/4/11,36514.43
1,4,15/4/11,33466.89
1,4,22/4/11,35132.7
1,4,29/4/11,34528.56
1,4,6/5/11,37827.69
1,4,13/5/11,33471.81
1,4,20/5/11,34137.41
1,4,27/5/11,36790.72
1,4,3/6/11,42508.02
1,4,10/6/11,35376.06
1,4,17/6/11,35523.17
1,4,24/6/11,35062.02
1,4,1/7/11,36451.71
1,4,8/7/11,39149.99
1,4,15/7/11,33930.8
1,4,22/7/11,34630.02
1,4,29/7/11,35555.5
1,4,5/8/11,39339.09
1,4,12/8/11,37449.94
1,4,19/8/11,39148.87
1,4,26/8/11,37495.2
1,4,2/9/11,36589.07
1,4,9/9/11,35105.96
1,4,16/9/11,34108.12
1,4,23/9/11,32655.07
1,4,30/9/11,32830.81
1,4,7/10/11,37397.63
1,4,14/10/11,35000.3
1,4,21/10/11,33954.55
1,4,28/10/11,34247.26
1,4,4/11/11,39354.84
1,4,11/11/11,36826.52
1,4,18/11/11,37656.58
1,4,25/11/11,46564.14
1,4,2/12/11,38489.63
1,4,9/12/11,38729.31
1,4,16/12/11,38266.47
1,4,23/12/11,47785.93
1,4,30/12/11,37371.22
1,4,6/1/12,40925.76
1,4,13/1/12,36582.36
1,4,20/1/12,33780.2
1,4,27/1/12,33613.91
1,4,3/2/12,40274.83
1,4,10/2/12,39305.13
1,4,17/2/12,36550.46
1,4,24/2/12,34953.85
1,4,2/3/12,38459.98
1,4,9/3/12,38934.77
1,4,16/3/12,38125.32
1,4,23/3/12,36586.52
1,4,30/3/12,37718.51
1,4,6/4/12,42060.21
1,4,13/4/12,37449.26
1,4,20/4/12,36350.03
1,4,27/4/12,36894.54
1,4,4/5/12,41897.55
1,4,11/5/12,35840.06
1,4,18/5/12,34536.29
1,4,25/5/12,38270.34
1,4,1/6/12,41566.55
1,4,8/6/12,41124.27
1,4,15/6/12,39019.74
1,4,22/6/12,37400.31
1,4,29/6/12,39758.77
1,4,6/7/12,44936.96
1,4,13/7/12,38073.91
1,4,20/7/12,38080.05
1,4,27/7/12,35197.59
1,4,3/8/12,41305.39
1,4,10/8/12,40343.83
1,4,17/8/12,38105.9
1,4,24/8/12,36674.67
1,4,31/8/12,37802.97
1,4,7/9/12,39549.27
1,4,14/9/12,35044.06
1,4,21/9/12,34507.34
1,4,28/9/12,34647.33
1,4,5/10/12,39311.93
1,4,12/10/12,35446.18
1,4,19/10/12,35549.19
1,4,26/10/12,36292.6
1,5,5/2/10,32229.38
1,5,12/2/10,29620.81
1,5,19/2/10,26468.27
1,5,26/2/10,24101.89
1,5,5/3/10,23082.14
1,5,12/3/10,21498.92
1,5,19/3/10,22632.57
1,5,26/3/10,38971.89
1,5,2/4/10,29967.92
1,5,9/4/10,18516.45
1,5,16/4/10,11570.27
1,5,23/4/10,24763.98
1,5,30/4/10,22006.41
1,5,7/5/10,19260.44
1,5,14/5/10,16891.66
1,5,21/5/10,16157.17
1,5,28/5/10,15784.6
1,5,4/6/10,22932.26
1,5,11/6/10,21817.36
1,5,18/6/10,19778.44
1,5,25/6/10,19054.58
1,5,2/7/10,18887.71
1,5,9/7/10,20249.54
1,5,16/7/10,17918.22
1,5,23/7/10,17313.46
1,5,30/7/10,16472.48
1,5,6/8/10,16926.17
1,5,13/8/10,15544.62
1,5,20/8/10,15412.44
1,5,27/8/10,13570.32
1,5,3/9/10,15390.52
1,5,10/9/10,17776.56
1,5,17/9/10,15862.61
1,5,24/9/10,17039.38
1,5,1/10/10,23381.38
1,5,8/10/10,19853.57
1,5,15/10/10,20443.05
1,5,22/10/10,19525.85
1,5,29/10/10,16377.46
1,5,5/11/10,23903.81
1,5,12/11/10,23698.89
1,5,19/11/10,24716.49
1,5,26/11/10,70158.86
1,5,3/12/10,36472.02
1,5,10/12/10,49517.17
1,5,17/12/10,59589.48
1,5,24/12/10,85676.09
1,5,31/12/10,32280.82
1,5,7/1/11,22699.69
1,5,14/1/11,17445.37
1,5,21/1/11,18438.07
1,5,28/1/11,22118.7
1,5,4/2/11,31280.62
1,5,11/2/11,36667.65
1,5,18/2/11,31092.62
1,5,25/2/11,23870.31
1,5,4/3/11,28902.37
1,5,11/3/11,23704.37
1,5,18/3/11,22685.69
1,5,25/3/11,18719.22
1,5,1/4/11,23598.55
1,5,8/4/11,22393.09
1,5,15/4/11,22719.82
1,5,22/4/11,21786.16
1,5,29/4/11,17503.28
1,5,6/5/11,16195.54
1,5,13/5/11,15587.78
1,5,20/5/11,15575.25
1,5,27/5/11,16613.98
1,5,3/6/11,16848.76
1,5,10/6/11,18648.73
1,5,17/6/11,17861.56
1,5,24/6/11,21695.24
1,5,1/7/11,19239.86
1,5,8/7/11,17989.45
1,5,15/7/11,18444.8
1,5,22/7/11,19331.53
1,5,29/7/11,17406.68
1,5,5/8/11,21183.42
1,5,12/8/11,21320.93
1,5,19/8/11,18643.51
1,5,26/8/11,15478.26
1,5,2/9/11,20432.91
1,5,9/9/11,19075.78
1,5,16/9/11,19386.23
1,5,23/9/11,20562.37
1,5,30/9/11,16385.37
1,5,7/10/11,30352.06
1,5,14/10/11,22917.89
1,5,21/10/11,32700.34
1,5,28/10/11,26391.79
1,5,4/11/11,31956.07
1,5,11/11/11,31002.65
1,5,18/11/11,27339.37
1,5,25/11/11,79340.15
1,5,2/12/11,32572.27
1,5,9/12/11,41782.13
1,5,16/12/11,43479.7
1,5,23/12/11,61483.82
1,5,30/12/11,34981.76
1,5,6/1/12,23105.81
1,5,13/1/12,19281.61
1,5,20/1/12,19298.42
1,5,27/1/12,21376.42
1,5,3/2/12,28307.43
1,5,10/2/12,38096.04
1,5,17/2/12,46219.96
1,5,24/2/12,30797.88
1,5,2/3/12,30642.53
1,5,9/3/12,25492.21
1,5,16/3/12,29345.72
1,5,23/3/12,25442.13
1,5,30/3/12,22392.09
1,5,6/4/12,28386.81
1,5,13/4/12,18458.33
1,5,20/4/12,16645.01
1,5,27/4/12,17170.39
1,5,4/5/12,18953.07
1,5,11/5/12,17277.63
1,5,18/5/12,17955.73
1,5,25/5/12,18625.67
1,5,1/6/12,17233.25
1,5,8/6/12,24752.99
1,5,15/6/12,21376.63
1,5,22/6/12,24337.24
1,5,29/6/12,20233.9
1,5,6/7/12,19684.48
1,5,13/7/12,18089.61
1,5,20/7/12,17896.46
1,5,27/7/12,14105.4
1,5,3/8/12,17615.28
1,5,10/8/12,18232.46
1,5,17/8/12,15440.65
1,5,24/8/12,22446.23
1,5,31/8/12,18615.76
1,5,7/9/12,18236.15
1,5,14/9/12,19369.52
1,5,21/9/12,25798.78
1,5,28/9/12,22560.39
1,5,5/10/12,25508.81
1,5,12/10/12,20920.03
1,5,19/10/12,20413.83
1,5,26/10/12,25846.94
1,6,5/2/10,5749.03
1,6,12/2/10,9135
1,6,19/2/10,6060.26
1,6,26/2/10,5244.56
1,6,5/3/10,4221.25
1,6,12/3/10,5619
1,6,19/3/10,4906.05
1,6,26/3/10,7468.33
1,6,2/4/10,4132.61
1,6,9/4/10,4428.8
1,6,16/4/10,5020.78
1,6,23/4/10,3945.19
1,6,30/4/10,4736.15
1,6,7/5/10,7477.7
1,6,14/5/10,6982.17
1,6,21/5/10,3395.75
1,6,28/5/10,6165.59
1,6,4/6/10,5484.9
1,6,11/6/10,4082.04
1,6,18/6/10,3902.26
1,6,25/6/10,4239.1
1,6,2/7/10,4541.91
1,6,9/7/10,4986.25
1,6,16/7/10,4772.7
1,6,23/7/10,5758.04
1,6,30/7/10,3932.95
1,6,6/8/10,4700.38
1,6,13/8/10,3885.01
1,6,20/8/10,4067.35
1,6,27/8/10,3389.29
1,6,3/9/10,3553.75
1,6,10/9/10,4432.69
1,6,17/9/10,4492.88
1,6,24/9/10,4601.39
1,6,1/10/10,2876.19
1,6,8/10/10,4168.36
1,6,15/10/10,5024.04
1,6,22/10/10,4291.27
1,6,29/10/10,5424.27
1,6,5/11/10,5036.99
1,6,12/11/10,4248.34
1,6,19/11/10,3507.65
1,6,26/11/10,20163.69
1,6,3/12/10,6356.96
1,6,10/12/10,6440.06
1,6,17/12/10,12078.11
1,6,24/12/10,28497.52
1,6,31/12/10,5878.25
1,6,7/1/11,1376.15
1,6,14/1/11,2355.86
1,6,21/1/11,2163.84
1,6,28/1/11,3200.68
1,6,4/2/11,3324.96
1,6,11/2/11,4542.8
1,6,18/2/11,4033.43
1,6,25/2/11,4203.87
1,6,4/3/11,3882.86
1,6,11/3/11,3928.8
1,6,18/3/11,2889.22
1,6,25/3/11,4508.3
1,6,1/4/11,3249.27
1,6,8/4/11,3340.31
1,6,15/4/11,3798.07
1,6,22/4/11,2995.07
1,6,29/4/11,4298.02
1,6,6/5/11,7213.53
1,6,13/5/11,4162.52
1,6,20/5/11,4640.76
1,6,27/5/11,5572.35
1,6,3/6/11,4021.54
1,6,10/6/11,3079.94
1,6,17/6/11,3004.81
1,6,24/6/11,3020.07
1,6,1/7/11,4047.92
1,6,8/7/11,3412.08
1,6,15/7/11,3154.33
1,6,22/7/11,3665.52
1,6,29/7/11,2839.92
1,6,5/8/11,2864.27
1,6,12/8/11,3124.83
1,6,19/8/11,3717.28
1,6,26/8/11,3296.22
1,6,2/9/11,3461.79
1,6,9/9/11,6147.43
1,6,16/9/11,3806.5
1,6,23/9/11,4718.28
1,6,30/9/11,3489.24
1,6,7/10/11,4733.74
1,6,14/10/11,4248.69
1,6,21/10/11,5111.85
1,6,28/10/11,6227.43
1,6,4/11/11,6223.03
1,6,11/11/11,3527.62
1,6,18/11/11,2640.98
1,6,25/11/11,18629.83
1,6,2/12/11,5240.63
1,6,9/12/11,6714.41
1,6,16/12/11,10022.4
1,6,23/12/11,18931.11
1,6,30/12/11,6629.6
1,6,6/1/12,3665.25
1,6,13/1/12,2460.92
1,6,20/1/12,2427.46
1,6,27/1/12,1649.4
1,6,3/2/12,3981.09
1,6,10/2/12,7338.85
1,6,17/2/12,4223.42
1,6,24/2/12,3784.06
1,6,2/3/12,6464.52
1,6,9/3/12,4183.3
1,6,16/3/12,3905.72
1,6,23/3/12,2856.83
1,6,30/3/12,4540.27
1,6,6/4/12,4764.43
1,6,13/4/12,4500.12
1,6,20/4/12,2988.96
1,6,27/4/12,3319.32
1,6,4/5/12,4658.18
1,6,11/5/12,3574.83
1,6,18/5/12,6030.81
1,6,25/5/12,5131.26
1,6,1/6/12,3249.75
1,6,8/6/12,4888.46
1,6,15/6/12,4087.58
1,6,22/6/12,4870.31
1,6,29/6/12,4774.5
1,6,6/7/12,2828.03
1,6,13/7/12,2776.97
1,6,20/7/12,3496.53
1,6,27/7/12,2545.65
1,6,3/8/12,3412.58
1,6,10/8/12,-139.65
1,6,17/8/12,2725.3
1,6,24/8/12,2626.5
1,6,31/8/12,2987.07
1,6,7/9/12,2576.64
1,6,14/9/12,3073.31
1,6,21/9/12,4159.51
1,6,28/9/12,3168.68
1,6,5/10/12,3843.29
1,6,12/10/12,3788.59
1,6,19/10/12,3496.69
1,6,26/10/12,4032.5
1,7,5/2/10,21084.08
1,7,12/2/10,18310.31
1,7,19/2/10,19985.2
1,7,26/2/10,17224.22
1,7,5/3/10,19659.7
1,7,12/3/10,21529.14
1,7,19/3/10,22711.59
1,7,26/3/10,16254.21
1,7,2/4/10,22427.62
1,7,9/4/10,20516.64
1,7,16/4/10,19330.26
1,7,23/4/10,18534.4
1,7,30/4/10,22723.48
1,7,7/5/10,20457.62
1,7,14/5/10,18771.35
1,7,21/5/10,28726.86
1,7,28/5/10,36911.59
1,7,4/6/10,44563.68
1,7,11/6/10,26910.46
1,7,18/6/10,26984.25
1,7,25/6/10,28912.18
1,7,2/7/10,22589
1,7,9/7/10,22767.34
1,7,16/7/10,22666.55
1,7,23/7/10,20029.1
1,7,30/7/10,17709.46
1,7,6/8/10,21842.57
1,7,13/8/10,19178.36
1,7,20/8/10,17821.71
1,7,27/8/10,16309.44
1,7,3/9/10,18005.65
1,7,10/9/10,20824.49
1,7,17/9/10,17397.01
1,7,24/9/10,18227.39
1,7,1/10/10,16481.79
1,7,8/10/10,16350.96
1,7,15/10/10,16296.65
1,7,22/10/10,15395.27
1,7,29/10/10,17598.98
1,7,5/11/10,19136.58
1,7,12/11/10,21019.7
1,7,19/11/10,24313.72
1,7,26/11/10,72635.06
1,7,3/12/10,47406.83
1,7,10/12/10,63896.89
1,7,17/12/10,96198.12
1,7,24/12/10,166697.72
1,7,31/12/10,27433.06
1,7,7/1/11,17516.16
1,7,14/1/11,10774.06
1,7,21/1/11,12657.33
1,7,28/1/11,13957.4
1,7,4/2/11,17239.86
1,7,11/2/11,21169.06
1,7,18/2/11,24549.68
1,7,25/2/11,23811.23
1,7,4/3/11,19607.4
1,7,11/3/11,20304.74
1,7,18/3/11,22751.59
1,7,25/3/11,19958
1,7,1/4/11,20144.71
1,7,8/4/11,21617.85
1,7,15/4/11,19955.07
1,7,22/4/11,24606.39
1,7,29/4/11,22934.42
1,7,6/5/11,19394
1,7,13/5/11,21344.39
1,7,20/5/11,18787.41
1,7,27/5/11,26736.85
1,7,3/6/11,38450.3
1,7,10/6/11,38569.49
1,7,17/6/11,31439.02
1,7,24/6/11,23791.78
