Region,DMZ,Date,Weekly_Sales,IsHoliday,DMZ
1,1,13/1/12,16894.4,FALSE,1
1,1,20/1/12,18365.1,FALSE,1
1,1,27/1/12,18378.16,FALSE,1
1,1,3/2/2012,23510.49,FALSE,1
1,1,10/2/2012,36988.49,TRUE,1
1,1,17/2/12,54060.1,FALSE,1
1,1,24/2/12,20124.22,FALSE,1
1,1,2/3/2012,20113.03,FALSE,1
1,1,9/3/2012,21140.07,FALSE,1
1,1,16/3/12,22366.88,FALSE,1
1,1,23/3/12,22107.7,FALSE,1
1,1,30/3/12,28952.86,FALSE,1
1,1,6/4/2012,57592.12,FALSE,1
1,1,13/4/12,34684.21,FALSE,1
1,1,20/4/12,16976.19,FALSE,1
1,1,27/4/12,16347.6,FALSE,1
1,1,4/5/2012,17147.44,FALSE,1
1,1,11/5/2012,18164.2,FALSE,1
1,1,18/5/12,18517.79,FALSE,1
1,1,25/5/12,16963.55,FALSE,1
1,1,1/6/2012,16065.49,FALSE,1
1,1,8/6/2012,17666,FALSE,1
1,1,15/6/12,17558.82,FALSE,1
1,1,22/6/12,16633.41,FALSE,1
1,1,29/6/12,15722.82,FALSE,1
1,1,6/7/2012,17823.37,FALSE,1
1,1,13/7/12,16566.18,FALSE,1
1,1,20/7/12,16348.06,FALSE,1
1,1,27/7/12,15731.18,FALSE,1
1,1,3/8/2012,16628.31,FALSE,1
1,1,10/8/2012,16119.92,FALSE,1
1,1,17/8/12,17330.7,FALSE,1
1,1,24/8/12,16286.4,FALSE,1
1,1,31/8/12,16680.24,FALSE,1
1,1,7/9/2012,18322.37,TRUE,1
1,1,14/9/12,19616.22,FALSE,1
1,1,21/9/12,19251.5,FALSE,1
1,1,28/9/12,18947.81,FALSE,1
1,1,5/10/2012,21904.47,FALSE,1
1,1,12/10/2012,22764.01,FALSE,1
1,1,19/10/12,24185.27,FALSE,1
1,1,26/10/12,27390.81,FALSE,1
1,2,5/2/2010,50605.27,FALSE,2
1,2,12/2/2010,44682.74,TRUE,2
1,2,19/2/10,47928.89,FALSE,2
1,2,26/2/10,44292.87,FALSE,2
1,2,5/3/2010,48397.98,FALSE,2
1,2,12/3/2010,43751.94,FALSE,2
1,2,19/3/10,43615.49,FALSE,2
1,2,26/3/10,41892.55,FALSE,2
1,2,2/4/2010,47450.5,FALSE,2
1,2,9/4/2010,46549.73,FALSE,2
1,2,16/4/10,45025.02,FALSE,2
1,2,23/4/10,44418.11,FALSE,2
1,2,30/4/10,45971.3,FALSE,2
1,2,7/5/2010,47903.01,FALSE,2
1,2,14/5/10,43675.61,FALSE,2
1,2,21/5/10,44319.15,FALSE,2
1,2,28/5/10,44619.52,FALSE,2
1,2,4/6/2010,48754.47,FALSE,2
1,2,11/6/2010,47089.54,FALSE,2
1,2,18/6/10,44428.71,FALSE,2
1,2,25/6/10,45299.92,FALSE,2
1,2,2/7/2010,47077.72,FALSE,2
1,2,9/7/2010,46752.12,FALSE,2
1,2,16/7/10,44339.2,FALSE,2
1,2,23/7/10,44763.33,FALSE,2
1,2,30/7/10,45833.77,FALSE,2
1,2,6/8/2010,50031.73,FALSE,2
1,2,13/8/10,45475.69,FALSE,2
1,2,20/8/10,49754.17,FALSE,2
1,2,27/8/10,49623.53,FALSE,2
1,2,3/9/2010,49015.05,FALSE,2
1,2,10/9/2010,45182.5,TRUE,2
1,2,17/9/10,44681.64,FALSE,2
1,2,24/9/10,42477.49,FALSE,2
1,2,1/10/2010,45829.02,FALSE,2
1,2,8/10/2010,46387.54,FALSE,2
1,2,15/10/10,43110.79,FALSE,2
1,2,22/10/10,42371.48,FALSE,2
1,2,29/10/10,44081.33,FALSE,2
1,2,5/11/2010,46381.43,FALSE,2
1,2,12/11/2010,43194.49,FALSE,2
1,2,19/11/10,41443.25,FALSE,2
1,2,26/11/10,45681.98,TRUE,2
1,2,3/12/2010,44405.02,FALSE,2
1,2,10/12/2010,46955.82,FALSE,2
1,2,17/12/10,49303.28,FALSE,2
1,2,24/12/10,59889.32,FALSE,2
1,2,31/12/10,35819.83,TRUE,2
1,2,7/1/2011,43202.29,FALSE,2
1,2,14/1/11,39857.4,FALSE,2
1,2,21/1/11,41596.99,FALSE,2
1,2,28/1/11,41651.01,FALSE,2
1,2,4/2/2011,46829.12,FALSE,2
1,2,11/2/2011,47595.35,TRUE,2
1,2,18/2/11,49202.06,FALSE,2
1,2,25/2/11,46165.25,FALSE,2
1,2,4/3/2011,53035.54,FALSE,2
1,2,11/3/2011,48465.72,FALSE,2
1,2,18/3/11,45222.3,FALSE,2
1,2,25/3/11,44293.54,FALSE,2
1,2,1/4/2011,46991.58,FALSE,2
1,2,8/4/2011,48501.79,FALSE,2
1,2,15/4/11,44464.74,FALSE,2
1,2,22/4/11,46544.56,FALSE,2
1,2,29/4/11,43682.41,FALSE,2
1,2,6/5/2011,50139.92,FALSE,2
1,2,13/5/11,44274.15,FALSE,2
1,2,20/5/11,44302.11,FALSE,2
1,2,27/5/11,45072.11,FALSE,2
1,2,3/6/2011,47844.27,FALSE,2
1,2,10/6/2011,46363.93,FALSE,2
1,2,17/6/11,42939.63,FALSE,2
1,2,24/6/11,42415.81,FALSE,2
1,2,1/7/2011,45247.74,FALSE,2
1,2,8/7/2011,44623.23,FALSE,2
1,2,15/7/11,43260.96,FALSE,2
1,2,22/7/11,45113.56,FALSE,2
1,2,29/7/11,43191.02,FALSE,2
1,2,5/8/2011,49359.75,FALSE,2
1,2,12/8/2011,45341.92,FALSE,2
1,2,19/8/11,46391.12,FALSE,2
1,2,26/8/11,47659.93,FALSE,2
1,2,2/9/2011,49419.75,FALSE,2
1,2,9/9/2011,43315.85,TRUE,2
1,2,16/9/11,42963.96,FALSE,2
1,2,23/9/11,43390.94,FALSE,2
1,2,30/9/11,46045.09,FALSE,2
1,2,7/10/2011,49880.69,FALSE,2
1,2,14/10/11,43306.38,FALSE,2
1,2,21/10/11,42487.67,FALSE,2
1,2,28/10/11,41682.4,FALSE,2
1,2,4/11/2011,47313.62,FALSE,2
1,2,11/11/2011,44936.47,FALSE,2
1,2,18/11/11,43997.78,FALSE,2
1,2,25/11/11,44259.59,TRUE,2
1,2,2/12/2011,45928.14,FALSE,2
1,2,9/12/2011,49357.43,FALSE,2
1,2,16/12/11,51137.42,FALSE,2
1,2,23/12/11,65615.36,FALSE,2
1,2,30/12/11,43539.94,TRUE,2
1,2,6/1/2012,44481.38,FALSE,2
1,2,13/1/12,43353.09,FALSE,2
1,2,20/1/12,43753.43,FALSE,2
1,2,27/1/12,41556.23,FALSE,2
1,2,3/2/2012,54322.24,FALSE,2
1,2,10/2/2012,50581.06,TRUE,2
1,2,17/2/12,46085.47,FALSE,2
1,2,24/2/12,47080.12,FALSE,2
1,2,2/3/2012,52608.51,FALSE,2
1,2,9/3/2012,48563.69,FALSE,2
1,2,16/3/12,47346.32,FALSE,2
1,2,23/3/12,44796.03,FALSE,2
1,2,30/3/12,46529.68,FALSE,2
1,2,6/4/2012,51805.88,FALSE,2
1,2,13/4/12,43991.18,FALSE,2
1,2,20/4/12,45561.85,FALSE,2
1,2,27/4/12,45456.23,FALSE,2
1,2,4/5/2012,50501.3,FALSE,2
1,2,11/5/2012,46717.76,FALSE,2
1,2,18/5/12,44411.23,FALSE,2
1,2,25/5/12,45817.07,FALSE,2
1,2,1/6/2012,47425.29,FALSE,2
1,2,8/6/2012,49439.58,FALSE,2
1,2,15/6/12,46637.48,FALSE,2
1,2,22/6/12,46075,FALSE,2
1,2,29/6/12,47629.14,FALSE,2
1,2,6/7/2012,49771.92,FALSE,2
1,2,13/7/12,44411.95,FALSE,2
1,2,20/7/12,45108.22,FALSE,2
1,2,27/7/12,45008.22,FALSE,2
1,2,3/8/2012,49424.06,FALSE,2
1,2,10/8/2012,46729.91,FALSE,2
1,2,17/8/12,46350.97,FALSE,2
1,2,24/8/12,44972.52,FALSE,2
1,2,31/8/12,50995.5,FALSE,2
1,2,7/9/2012,47344.5,TRUE,2
1,2,14/9/12,44493.61,FALSE,2
1,2,21/9/12,43541.07,FALSE,2
1,2,28/9/12,45784.76,FALSE,2
1,2,5/10/2012,48577.08,FALSE,2
1,2,12/10/2012,42112.67,FALSE,2
1,2,19/10/12,42354.72,FALSE,2
1,2,26/10/12,43134.88,FALSE,2
1,3,5/2/2010,13740.12,FALSE,3
1,3,12/2/2010,10887.84,TRUE,3
1,3,19/2/10,11523.47,FALSE,3
1,3,26/2/10,11135.17,FALSE,3
1,3,5/3/2010,12275.58,FALSE,3
1,3,12/3/2010,10123.45,FALSE,3
1,3,19/3/10,9001.37,FALSE,3
1,3,26/3/10,10366.85,FALSE,3
1,3,2/4/2010,11157.08,FALSE,3
1,3,9/4/2010,10179.29,FALSE,3
1,3,16/4/10,9226.8,FALSE,3
1,3,23/4/10,8868.93,FALSE,3
1,3,30/4/10,9337.44,FALSE,3
1,3,7/5/2010,9372.8,FALSE,3
1,3,14/5/10,7919.86,FALSE,3
1,3,21/5/10,7813.91,FALSE,3
1,3,28/5/10,8412.69,FALSE,3
1,3,4/6/2010,8001.41,FALSE,3
1,3,11/6/2010,7742.75,FALSE,3
1,3,18/6/10,8201.06,FALSE,3
1,3,25/6/10,6591.22,FALSE,3
1,3,2/7/2010,7857.88,FALSE,3
1,3,9/7/2010,8112.67,FALSE,3
1,3,16/7/10,13751.3,FALSE,3
1,3,23/7/10,16930.62,FALSE,3
1,3,30/7/10,20915.95,FALSE,3
1,3,6/8/2010,26719.02,FALSE,3
1,3,13/8/10,30640.54,FALSE,3
1,3,20/8/10,41101.93,FALSE,3
1,3,27/8/10,51159.17,FALSE,3
1,3,3/9/2010,19081.8,FALSE,3
1,3,10/9/2010,12134.69,TRUE,3
1,3,17/9/10,10722.46,FALSE,3
1,3,24/9/10,8097.92,FALSE,3
1,3,1/10/2010,9775.17,FALSE,3
1,3,8/10/2010,10081.8,FALSE,3
1,3,15/10/10,9735.73,FALSE,3
1,3,22/10/10,8614.41,FALSE,3
1,3,29/10/10,9283.09,FALSE,3
1,3,5/11/2010,9825.22,FALSE,3
1,3,12/11/2010,9146.77,FALSE,3
1,3,19/11/10,9202.11,FALSE,3
1,3,26/11/10,10706.81,TRUE,3
1,3,3/12/2010,10856.85,FALSE,3
1,3,10/12/2010,11219.78,FALSE,3
1,3,17/12/10,11986.84,FALSE,3
1,3,24/12/10,12080.36,FALSE,3
1,3,31/12/10,8266.14,TRUE,3
1,3,7/1/2011,15808.15,FALSE,3
1,3,14/1/11,13275.87,FALSE,3
1,3,21/1/11,12532.94,FALSE,3
1,3,28/1/11,11983.34,FALSE,3
1,3,4/2/2011,11012.52,FALSE,3
1,3,11/2/2011,11428.25,TRUE,3
1,3,18/2/11,11724.98,FALSE,3
1,3,25/2/11,10473.78,FALSE,3
1,3,4/3/2011,11039.12,FALSE,3
1,3,11/3/2011,10689.97,FALSE,3
1,3,18/3/11,8148.69,FALSE,3
1,3,25/3/11,9049.02,FALSE,3
1,3,1/4/2011,8734.19,FALSE,3
1,3,8/4/2011,10417.33,FALSE,3
1,3,15/4/11,8212.97,FALSE,3
1,3,22/4/11,8468.72,FALSE,3
1,3,29/4/11,8653.62,FALSE,3
1,3,6/5/2011,10420.92,FALSE,3
1,3,13/5/11,8732.46,FALSE,3
1,3,20/5/11,7939.01,FALSE,3
1,3,27/5/11,8120.7,FALSE,3
1,3,3/6/2011,8853.89,FALSE,3
1,3,10/6/2011,7508.71,FALSE,3
1,3,17/6/11,7658.75,FALSE,3
1,3,24/6/11,6165.73,FALSE,3
1,3,1/7/2011,8070.64,FALSE,3
1,3,8/7/2011,7366.5,FALSE,3
1,3,15/7/11,11578.11,FALSE,3
1,3,22/7/11,16069.5,FALSE,3
1,3,29/7/11,21331.51,FALSE,3
1,3,5/8/2011,31248.98,FALSE,3
1,3,12/8/2011,32148.93,FALSE,3
1,3,19/8/11,41603.11,FALSE,3
1,3,26/8/11,49775.52,FALSE,3
1,3,2/9/2011,19604.47,FALSE,3
1,3,9/9/2011,12778.28,TRUE,3
1,3,16/9/11,10412.88,FALSE,3
1,3,23/9/11,9755.56,FALSE,3
1,3,30/9/11,10434.83,FALSE,3
1,3,7/10/2011,9977.96,FALSE,3
1,3,14/10/11,9870.22,FALSE,3
1,3,21/10/11,10136.78,FALSE,3
1,3,28/10/11,9421.2,FALSE,3
1,3,4/11/2011,9189.2,FALSE,3
1,3,11/11/2011,9959.64,FALSE,3
1,3,18/11/11,10104.36,FALSE,3
1,3,25/11/11,9317.56,TRUE,3
1,3,2/12/2011,10146.54,FALSE,3
1,3,9/12/2011,12955.55,FALSE,3
1,3,16/12/11,13180.05,FALSE,3
1,3,23/12/11,13667.88,FALSE,3
1,3,30/12/11,8848.44,TRUE,3
1,3,6/1/2012,13926.04,FALSE,3
1,3,13/1/12,13822.49,FALSE,3
1,3,20/1/12,11702.08,FALSE,3
1,3,27/1/12,10613.17,FALSE,3
1,3,3/2/2012,12485.78,FALSE,3
1,3,10/2/2012,12388.85,TRUE,3
1,3,17/2/12,10237.78,FALSE,3
1,3,24/2/12,10502.4,FALSE,3
1,3,2/3/2012,11387.31,FALSE,3
1,3,9/3/2012,11925.71,FALSE,3
1,3,16/3/12,8845.73,FALSE,3
1,3,23/3/12,7910.22,FALSE,3
1,3,30/3/12,9129.23,FALSE,3
1,3,6/4/2012,9335.24,FALSE,3
1,3,13/4/12,7927.73,FALSE,3
1,3,20/4/12,8647.36,FALSE,3
1,3,27/4/12,8635.62,FALSE,3
1,3,4/5/2012,10655.35,FALSE,3
1,3,11/5/2012,10342.72,FALSE,3
1,3,18/5/12,8609.82,FALSE,3
1,3,25/5/12,8345.33,FALSE,3
1,3,1/6/2012,7175.77,FALSE,3
1,3,8/6/2012,8614.64,FALSE,3
1,3,15/6/12,8016.26,FALSE,3
1,3,22/6/12,7301.41,FALSE,3
1,3,29/6/12,7577.59,FALSE,3
1,3,6/7/2012,8473.71,FALSE,3
1,3,13/7/12,13126.15,FALSE,3
1,3,20/7/12,20126.95,FALSE,3
1,3,27/7/12,22716.7,FALSE,3
1,3,3/8/2012,30331.69,FALSE,3
1,3,10/8/2012,28257.3,FALSE,3
1,3,17/8/12,31905.97,FALSE,3
1,3,24/8/12,43712.78,FALSE,3
1,3,31/8/12,50701.3,FALSE,3
1,3,7/9/2012,18368.51,TRUE,3
1,3,14/9/12,14288.22,FALSE,3
1,3,21/9/12,13403.63,FALSE,3
1,3,28/9/12,13085.95,FALSE,3
1,3,5/10/2012,11676.98,FALSE,3
1,3,12/10/2012,10487.17,FALSE,3
1,3,19/10/12,8548.87,FALSE,3
1,3,26/10/12,9350.9,FALSE,3
1,4,5/2/2010,39954.04,FALSE,4
1,4,12/2/2010,35351.21,TRUE,4
1,4,19/2/10,36826.95,FALSE,4
1,4,26/2/10,34660.16,FALSE,4
1,4,5/3/2010,38086.19,FALSE,4
1,4,12/3/2010,32668.67,FALSE,4
1,4,19/3/10,34118.11,FALSE,4
1,4,26/3/10,33872.07,FALSE,4
1,4,2/4/2010,37809.49,FALSE,4
1,4,9/4/2010,36174.43,FALSE,4
1,4,16/4/10,34740.19,FALSE,4
1,4,23/4/10,33806.71,FALSE,4
1,4,30/4/10,33437.8,FALSE,4
1,4,7/5/2010,37168.34,FALSE,4
1,4,14/5/10,33657.7,FALSE,4
1,4,21/5/10,35571.47,FALSE,4
1,4,28/5/10,36380.36,FALSE,4
1,4,4/6/2010,40548.19,FALSE,4
1,4,11/6/2010,36579.96,FALSE,4
1,4,18/6/10,35059.52,FALSE,4
1,4,25/6/10,34454.69,FALSE,4
1,4,2/7/2010,39773.71,FALSE,4
1,4,9/7/2010,39781.45,FALSE,4
1,4,16/7/10,35234.66,FALSE,4
1,4,23/7/10,36624.71,FALSE,4
1,4,30/7/10,36419.68,FALSE,4
1,4,6/8/2010,40973.88,FALSE,4
1,4,13/8/10,36461.66,FALSE,4
1,4,20/8/10,39706.1,FALSE,4
1,4,27/8/10,36404.6,FALSE,4
1,4,3/9/2010,38321.88,FALSE,4
1,4,10/9/2010,36603.78,TRUE,4
1,4,17/9/10,33999.01,FALSE,4
1,4,24/9/10,32497.43,FALSE,4
1,4,1/10/2010,34912.45,FALSE,4
1,4,8/10/2010,35772.82,FALSE,4
1,4,15/10/10,34693.27,FALSE,4
1,4,22/10/10,32902.26,FALSE,4
1,4,29/10/10,35202.44,FALSE,4
1,4,5/11/2010,37980.55,FALSE,4
1,4,12/11/2010,35008.03,FALSE,4
1,4,19/11/10,37078.61,FALSE,4
1,4,26/11/10,46201.27,TRUE,4
1,4,3/12/2010,37110.55,FALSE,4
1,4,10/12/2010,36364.31,FALSE,4
1,4,17/12/10,39154.41,FALSE,4
1,4,24/12/10,47893.23,FALSE,4
1,4,31/12/10,36913.8,TRUE,4
1,4,7/1/2011,37947.8,FALSE,4
1,4,14/1/11,34393.95,FALSE,4
1,4,21/1/11,33735.58,FALSE,4
1,4,28/1/11,32905.88,FALSE,4
1,4,4/2/2011,35870.49,FALSE,4
1,4,11/2/2011,37373.33,TRUE,4
1,4,18/2/11,36479.25,FALSE,4
1,4,25/2/11,33677.18,FALSE,4
1,4,4/3/2011,37943.96,FALSE,4
1,4,11/3/2011,35229.12,FALSE,4
1,4,18/3/11,34863.03,FALSE,4
1,4,25/3/11,34813.12,FALSE,4
1,4,1/4/2011,34451.9,FALSE,4
1,4,8/4/2011,36514.43,FALSE,4
1,4,15/4/11,33466.89,FALSE,4
1,4,22/4/11,35132.7,FALSE,4
1,4,29/4/11,34528.56,FALSE,4
1,4,6/5/2011,37827.69,FALSE,4
1,4,13/5/11,33471.81,FALSE,4
1,4,20/5/11,34137.41,FALSE,4
1,4,27/5/11,36790.72,FALSE,4
1,4,3/6/2011,42508.02,FALSE,4
1,4,10/6/2011,35376.06,FALSE,4
1,4,17/6/11,35523.17,FALSE,4
1,4,24/6/11,35062.02,FALSE,4
1,4,1/7/2011,36451.71,FALSE,4
1,4,8/7/2011,39149.99,FALSE,4
1,4,15/7/11,33930.8,FALSE,4
1,4,22/7/11,34630.02,FALSE,4
1,4,29/7/11,35555.5,FALSE,4
1,4,5/8/2011,39339.09,FALSE,4
1,4,12/8/2011,37449.94,FALSE,4
1,4,19/8/11,39148.87,FALSE,4
1,4,26/8/11,37495.2,FALSE,4
1,4,2/9/2011,36589.07,FALSE,4
1,4,9/9/2011,35105.96,TRUE,4
1,4,16/9/11,34108.12,FALSE,4
1,4,23/9/11,32655.07,FALSE,4
1,4,30/9/11,32830.81,FALSE,4
1,4,7/10/2011,37397.63,FALSE,4
1,4,14/10/11,35000.3,FALSE,4
1,4,21/10/11,33954.55,FALSE,4
1,4,28/10/11,34247.26,FALSE,4
1,4,4/11/2011,39354.84,FALSE,4
1,4,11/11/2011,36826.52,FALSE,4
1,4,18/11/11,37656.58,FALSE,4
1,4,25/11/11,46564.14,TRUE,4
1,4,2/12/2011,38489.63,FALSE,4
1,4,9/12/2011,38729.31,FALSE,4
1,4,16/12/11,38266.47,FALSE,4
1,4,23/12/11,47785.93,FALSE,4
1,4,30/12/11,37371.22,TRUE,4
1,4,6/1/2012,40925.76,FALSE,4
1,4,13/1/12,36582.36,FALSE,4
1,4,20/1/12,33780.2,FALSE,4
1,4,27/1/12,33613.91,FALSE,4
1,4,3/2/2012,40274.83,FALSE,4
1,4,10/2/2012,39305.13,TRUE,4
1,4,17/2/12,36550.46,FALSE,4
1,4,24/2/12,34953.85,FALSE,4
1,4,2/3/2012,38459.98,FALSE,4
1,4,9/3/2012,38934.77,FALSE,4
1,4,16/3/12,38125.32,FALSE,4
1,4,23/3/12,36586.52,FALSE,4
1,4,30/3/12,37718.51,FALSE,4
1,4,6/4/2012,42060.21,FALSE,4
1,4,13/4/12,37449.26,FALSE,4
1,4,20/4/12,36350.03,FALSE,4
1,4,27/4/12,36894.54,FALSE,4
1,4,4/5/2012,41897.55,FALSE,4
1,4,11/5/2012,35840.06,FALSE,4
1,4,18/5/12,34536.29,FALSE,4
1,4,25/5/12,38270.34,FALSE,4
1,4,1/6/2012,41566.55,FALSE,4
1,4,8/6/2012,41124.27,FALSE,4
1,4,15/6/12,39019.74,FALSE,4
1,4,22/6/12,37400.31,FALSE,4
1,4,29/6/12,39758.77,FALSE,4
1,4,6/7/2012,44936.96,FALSE,4
1,4,13/7/12,38073.91,FALSE,4
1,4,20/7/12,38080.05,FALSE,4
1,4,27/7/12,35197.59,FALSE,4
1,4,3/8/2012,41305.39,FALSE,4
1,4,10/8/2012,40343.83,FALSE,4
1,4,17/8/12,38105.9,FALSE,4
1,4,24/8/12,36674.67,FALSE,4
1,4,31/8/12,37802.97,FALSE,4
1,4,7/9/2012,39549.27,TRUE,4
1,4,14/9/12,35044.06,FALSE,4
1,4,21/9/12,34507.34,FALSE,4
1,4,28/9/12,34647.33,FALSE,4
1,4,5/10/2012,39311.93,FALSE,4
1,4,12/10/2012,35446.18,FALSE,4
1,4,19/10/12,35549.19,FALSE,4
1,4,26/10/12,36292.6,FALSE,4
1,5,5/2/2010,32229.38,FALSE,5
1,5,12/2/2010,29620.81,TRUE,5
1,5,19/2/10,26468.27,FALSE,5
1,5,26/2/10,24101.89,FALSE,5
1,5,5/3/2010,23082.14,FALSE,5
1,5,12/3/2010,21498.92,FALSE,5
1,5,19/3/10,22632.57,FALSE,5
1,5,26/3/10,38971.89,FALSE,5
1,5,2/4/2010,29967.92,FALSE,5
1,5,9/4/2010,18516.45,FALSE,5
1,5,16/4/10,11570.27,FALSE,5
1,5,23/4/10,24763.98,FALSE,5
1,5,30/4/10,22006.41,FALSE,5
1,5,7/5/2010,19260.44,FALSE,5
1,5,14/5/10,16891.66,FALSE,5
1,5,21/5/10,16157.17,FALSE,5
1,5,28/5/10,15784.6,FALSE,5
1,5,4/6/2010,22932.26,FALSE,5
1,5,11/6/2010,21817.36,FALSE,5
1,5,18/6/10,19778.44,FALSE,5
1,5,25/6/10,19054.58,FALSE,5
1,5,2/7/2010,18887.71,FALSE,5
1,5,9/7/2010,20249.54,FALSE,5
1,5,16/7/10,17918.22,FALSE,5
1,5,23/7/10,17313.46,FALSE,5
1,5,30/7/10,16472.48,FALSE,5
1,5,6/8/2010,16926.17,FALSE,5
1,5,13/8/10,15544.62,FALSE,5
1,5,20/8/10,15412.44,FALSE,5
1,5,27/8/10,13570.32,FALSE,5
1,5,3/9/2010,15390.52,FALSE,5
1,5,10/9/2010,17776.56,TRUE,5
1,5,17/9/10,15862.61,FALSE,5
1,5,24/9/10,17039.38,FALSE,5
1,5,1/10/2010,23381.38,FALSE,5
1,5,8/10/2010,19853.57,FALSE,5
1,5,15/10/10,20443.05,FALSE,5
1,5,22/10/10,19525.85,FALSE,5
1,5,29/10/10,16377.46,FALSE,5
1,5,5/11/2010,23903.81,FALSE,5
1,5,12/11/2010,23698.89,FALSE,5
1,5,19/11/10,24716.49,FALSE,5
1,5,26/11/10,70158.86,TRUE,5
1,5,3/12/2010,36472.02,FALSE,5
1,5,10/12/2010,49517.17,FALSE,5
1,5,17/12/10,59589.48,FALSE,5
1,5,24/12/10,85676.09,FALSE,5
1,5,31/12/10,32280.82,TRUE,5
1,5,7/1/2011,22699.69,FALSE,5
1,5,14/1/11,17445.37,FALSE,5
